time,value
1.74115,0.91399282
1.7412,0.90859509
1.74125,0.86799479
1.7413,0.85711908
1.74135,0.86953878
1.7414,0.90650767
1.74145,0.9140237
1.7415,0.91830981
1.74155,0.93254519
1.7416,0.92467093
1.74165,0.90014648
1.7417,0.90271568
1.74175,0.90693998
1.7418,0.86195481
1.74185,0.85695231
1.7419,0.90561831
1.74195,0.90376556
1.742,0.86367786
1.74205,0.9013508
1.7421,0.93752915
1.74215,0.91243649
1.7422,0.8907221
1.74225,0.90316647
1.7423,0.91205359
1.74235,0.883416
1.7424,0.84510082
1.74245,0.87011933
1.7425,0.90550715
1.74255,0.87204003
1.7426,0.87018728
1.74265,0.92009461
1.7427,0.92066896
1.74275,0.87845677
1.7428,0.88974011
1.74285,0.89752173
1.7429,0.85068381
1.74295,0.83980805
1.743,0.86671638
1.74305,0.86115813
1.7431,0.85556895
1.74315,0.8765052
1.7432,0.8807357
1.74325,0.88071096
1.7433,0.89808995
1.74335,0.90653235
1.7434,0.89475495
1.74345,0.87677073
1.7435,0.87929052
1.74355,0.89679915
1.7436,0.89395207
1.74365,0.8909753
1.7437,0.91785276
1.74375,0.91587651
1.7438,0.88531202
1.74385,0.88859141
1.7439,0.89491552
1.74395,0.88810349
1.744,0.89513785
1.74405,0.91409785
1.7441,0.92018723
1.74415,0.92733276
1.7442,0.92352843
1.74425,0.90805781
1.7443,0.896478
1.74435,0.89456964
1.7444,0.87299109
1.74445,0.88510817
1.7445,0.89803433
1.74455,0.89203137
1.7446,0.90117168
1.74465,0.93537378
1.7447,0.9113434
1.74475,0.8797105
1.7448,0.88621366
1.74485,0.89611983
1.7449,0.86201036
1.74495,0.86608648
1.745,0.89191401
1.74505,0.87756747
1.7451,0.85308003
1.74515,0.87348521
1.7452,0.90005386
1.74525,0.86861855
1.7453,0.84621865
1.74535,0.87429422
1.7454,0.88922751
1.74545,0.8830393
1.7455,0.88767117
1.74555,0.90123963
1.7456,0.90149903
1.74565,0.90309238
1.7457,0.92095304
1.74575,0.92464626
1.7458,0.90771812
1.74585,0.88615191
1.7459,0.88650393
1.74595,0.90798986
1.746,0.90391994
1.74605,0.89561957
1.7461,0.90855187
1.74615,0.90828013
1.7462,0.89215487
1.74625,0.88889402
1.7463,0.87550467
1.74635,0.86483896
1.7464,0.87308377
1.74645,0.88847405
1.7465,0.88600373
1.74655,0.8899439
1.7466,0.91136807
1.74665,0.91663611
1.7467,0.891877
1.74675,0.87116921
1.7468,0.87221915
1.74685,0.87164474
1.7469,0.85786635
1.74695,0.88365686
1.747,0.90162253
1.74705,0.88830733
1.7471,0.89534163
1.74715,0.9064768
1.7472,0.8920067
1.74725,0.8706072
1.7473,0.88322455
1.74735,0.91292441
1.7474,0.89721912
1.74745,0.87938935
1.7475,0.88656569
1.74755,0.89196342
1.7476,0.89946717
1.74765,0.90387058
1.7477,0.90308625
1.74775,0.89317393
1.7478,0.88885081
1.74785,0.89996123
1.7479,0.89343327
1.74795,0.87781447
1.748,0.87745625
1.74805,0.894687
1.7481,0.89766377
1.74815,0.87992662
1.7482,0.87673986
1.74825,0.87966108
1.7483,0.87729567
1.74835,0.88680655
1.7484,0.88954866
1.74845,0.88142735
1.7485,0.87238586
1.74855,0.88172996
1.7486,0.90229571
