time,value
0.4182,0.90597653
0.41825,0.90338576
0.4183,0.87976295
0.41835,0.90274036
0.4184,0.9167102
0.41845,0.88856053
0.4185,0.88016748
0.41855,0.90597343
0.4186,0.90746802
0.41865,0.89207155
0.4187,0.89246678
0.41875,0.89934051
0.4188,0.8904565
0.41885,0.89049357
0.4189,0.89774716
0.41895,0.89755261
0.419,0.8897
0.41905,0.89437205
0.4191,0.91125077
0.41915,0.91051275
0.4192,0.89064491
0.41925,0.88311028
0.4193,0.88739944
0.41935,0.8909784
0.4194,0.88533056
0.41945,0.89061093
0.4195,0.89951038
0.41955,0.90517056
0.4196,0.89301026
0.41965,0.88992232
0.4197,0.89780891
0.41975,0.89086723
0.4198,0.88230127
0.41985,0.89825356
0.4199,0.90331471
0.41995,0.89387488
0.42,0.8917473
0.42005,0.89806831
0.4201,0.88729137
0.42015,0.87430966
0.4202,0.8777898
0.42025,0.88594192
0.4203,0.88434547
0.42035,0.8885482
0.4204,0.89294851
0.42045,0.90304607
0.4205,0.90319741
0.42055,0.90169662
0.4206,0.8918646
0.42065,0.87642491
0.4207,0.86889338
0.42075,0.88932943
0.4208,0.8985284
0.42085,0.89070976
0.4209,0.88770825
0.42095,0.89709872
0.421,0.89483213
0.42105,0.89150643
0.4211,0.89457583
0.42115,0.88915652
0.4212,0.87641257
0.42125,0.88370627
0.4213,0.89286512
0.42135,0.89124084
0.4214,0.88551581
0.42145,0.89538795
0.4215,0.90707892
0.42155,0.90530336
0.4216,0.9017306
0.42165,0.89668489
0.4217,0.88746428
0.42175,0.8799575
0.4218,0.8845678
0.42185,0.89251
0.4219,0.89451718
0.42195,0.89710796
0.422,0.88196468
0.42205,0.8697117
0.4221,0.8759895
0.42215,0.87999457
0.4222,0.87920094
0.42225,0.8853429
0.4223,0.89645332
0.42235,0.9009617
0.4224,0.89261192
0.42245,0.89962775
0.4225,0.90170282
0.42255,0.88566095
0.4226,0.87417376
0.42265,0.89120996
0.4227,0.89945477
0.42275,0.88684362
0.4228,0.88966912
0.42285,0.90129519
0.4229,0.88891566
0.42295,0.88198012
0.423,0.89162683
0.42305,0.89525211
